observed_on,description,scientific_name,common_name,taxon_id,taxon_order_name,taxon_family_name,field:method of surveying for invertebrates,field:perching on
2022-05-08,,Crossocerus,,197022,Hymenoptera,Crabronidae,,
2022-05-08,,Zygaena filipendulae,Six-spot Burnet,62083,Lepidoptera,Zygaenidae,,
2022-05-08,,Andrena cineraria,Ashy Mining Bee,70400,Hymenoptera,Andrenidae,,
2022-05-08,,Lasiommata megera,Wall Brown,147298,Lepidoptera,Nymphalidae,,
2022-05-08,,Bombus terrestris,Buff-tailed Bumble Bee,57516,Hymenoptera,Apidae,,
2022-05-08,,Bombus lapidarius,Red-tailed Bumble Bee,57619,Hymenoptera,Apidae,,
2022-05-08,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-05-08,,Psilothrix viridicoerulea,,470237,Coleoptera,Melyridae,,
2022-05-08,,Roeseliana roeselii,Roesel's Bush-cricket,458944,Orthoptera,Tettigoniidae,,
2022-05-08,,Psilothrix viridicoerulea,,470237,Coleoptera,Melyridae,,
2022-05-08,,Coenonympha pamphilus,Small Heath,52589,Lepidoptera,Nymphalidae,,
2022-05-08,,Cepaea,,48587,Stylommatophora,Helicidae,,
2022-05-11,,Glyphotaelius pellucidus,Mottled Sedge,324273,Trichoptera,Limnephilidae,,
2022-05-11,,Calvia quatuordecimguttata,Cream-spot Ladybird,69203,Coleoptera,Coccinellidae,,
2022-05-11,,Spilosoma lubricipeda,White Ermine,81653,Lepidoptera,Erebidae,,
2022-05-11,,Epiphyas postvittana,Light Brown Apple Moth,119934,Lepidoptera,Tortricidae,,
2022-05-11,,Acilius sulcatus,Lesser Diving-beetle,130410,Coleoptera,Dytiscidae,,
2022-05-11,~1cm,Bithynia tentaculata,Common Bithynia,127189,Littorinimorpha,Bithyniidae,,
2022-05-08,,Cornu aspersum,Garden Snail,480298,Stylommatophora,Helicidae,,
2022-05-08,,Andrena cineraria,Ashy Mining Bee,70400,Hymenoptera,Andrenidae,,
2022-05-08,,Epistrophe eligans,Spring Epistrophe,447104,Diptera,Syrphidae,,
2022-05-08,,Cernuella virgata,Striped Snail,118886,Stylommatophora,Geomitridae,,
2022-05-08,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-05-08,,Erynnis tages,Dingy Skipper,133434,Lepidoptera,Hesperiidae,,
2022-05-08,,Cantharis rustica,Rustic Sailor Beetle,337544,Coleoptera,Cantharidae,,
2022-05-07,,Nephrotoma submaculosa,,319942,Diptera,Tipulidae,,
2022-05-07,,Philodromus aureolus,,1406617,Araneae,Philodromidae,,
2022-05-07,,Pieris napi,Green-veined White,54087,Lepidoptera,Pieridae,,
2022-05-07,,Phyllobius pyri,Common Leaf Weevil,483640,Coleoptera,Curculionidae,,
2022-05-07,,Anisosticta novemdecimpunctata,Water Ladybird,130575,Coleoptera,Coccinellidae,,
2022-05-07,,Agelastica alni,Alder Leaf Beetle,210933,Coleoptera,Chrysomelidae,,
2022-05-07,,Propylea quatuordecimpunctata,14-spot Ladybird,61532,Coleoptera,Coccinellidae,,
2022-05-07,,Euleia heraclei,Celery Fly,466780,Diptera,Tephritidae,,
2022-05-07,,Cornu aspersum,Garden Snail,480298,Stylommatophora,Helicidae,,
2022-05-07,,Dilophus,,247434,Diptera,Bibionidae,,
2022-05-07,,Adalia bipunctata,2-spot Ladybird,52506,Coleoptera,Coccinellidae,,
2022-05-18,,Melanostoma scalare,Ladder-backed Hover Fly,70405,Diptera,Syrphidae,,
2022-05-18,,Philodromus,Running Crab Spiders,56611,Araneae,Philodromidae,,
2022-05-18,,Helophilus pendulus,Sun Fly,52486,Diptera,Syrphidae,,
2022-05-18,,Dilophus,,247434,Diptera,Bibionidae,,
2022-05-18,,Peplomyza litura,,624376,Diptera,Lauxaniidae,,
2022-05-18,,Apocrita,"Narrow-waisted Wasps, Ants, and Bees",124417,Hymenoptera,,,
2022-05-18,,Lucilia,Greenbottle Flies,61858,Diptera,Calliphoridae,,
2022-05-18,,Nemophora degeerella,Yellow-barred Longhorn,61546,Lepidoptera,Adelidae,,
2022-05-18,,Chrysopilus laetus,Tree Snipefly,497040,Diptera,Rhagionidae,,
2022-05-18,,Athous haemorrhoidalis,common brown click beetle,130622,Coleoptera,Elateridae,,
2022-05-18,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2022-05-18,,Adalia decempunctata,10-spot Ladybird,130414,Coleoptera,Coccinellidae,,
2022-05-20,,Hofmannophila pseudospretella,Brown House Moth,129570,Lepidoptera,Oecophoridae,,
2022-05-21,,Volucella pellucens,Pellucid Hover Fly,52480,Diptera,Syrphidae,,
2022-05-21,,Agelastica alni,Alder Leaf Beetle,210933,Coleoptera,Chrysomelidae,,
2022-05-17,,Steatoda nobilis,Noble False Widow,366894,Araneae,Theridiidae,,
2022-05-25,,Calliteara pudibunda,Pale Tussock Moth,205294,Lepidoptera,Erebidae,,
2022-05-25,"",Andrena nitida,Grey-patched Mining Bee,460837,Hymenoptera,Andrenidae,,
2022-05-25,,Platypalpus,,248285,Diptera,Hybotidae,,
2022-05-25,,Bombus pratorum,Early Bumble Bee,124910,Hymenoptera,Apidae,,
2022-05-25,,Nemophora degeerella,Yellow-barred Longhorn,61546,Lepidoptera,Adelidae,,
2022-05-25,,Byturus ochraceus,,130843,Coleoptera,Byturidae,,
2022-05-25,,Bombus pratorum,Early Bumble Bee,124910,Hymenoptera,Apidae,,
2022-05-25,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2022-05-25,,Myathropa florea,Batman Hoverfly,70211,Diptera,Syrphidae,,
2022-05-25,,Andrena nitida,Grey-patched Mining Bee,460837,Hymenoptera,Andrenidae,,
2022-05-25,,Enoplognatha ovata,Common candy-striped spider,219195,Araneae,Theridiidae,,
2022-05-25,,Episyrphus balteatus,Marmalade Hover Fly,52482,Diptera,Syrphidae,,
2022-05-25,,Melanostoma scalare,Ladder-backed Hover Fly,70405,Diptera,Syrphidae,,
2022-05-25,"",Nomada goodeniana,Gooden's Nomad Bee,127759,Hymenoptera,Apidae,,
2022-05-25,,Polydrusus formosus,Green Immigrant Leaf Weevil,494559,Coleoptera,Curculionidae,,
2022-05-25,,Melanostoma scalare,Ladder-backed Hover Fly,70405,Diptera,Syrphidae,,
2022-05-25,On water figwort,Cionus scrophulariae,Common Figwort Weevil,451377,Coleoptera,Curculionidae,,
2022-05-26,Found in moth trap,Melanotus,,177077,Coleoptera,Elateridae,,
2022-05-25,,Campyloneura virgula,,360042,Hemiptera,Miridae,,
2022-05-30,,Nemophora degeerella,Yellow-barred Longhorn,61546,Lepidoptera,Adelidae,,
2022-06-01,,Episyrphus balteatus,Marmalade Hover Fly,52482,Diptera,Syrphidae,,
2022-06-01,,Dasytes plumbeus,,467037,Coleoptera,Melyridae,,
2022-06-01,,Notiophilus rufipes,,496623,Coleoptera,Carabidae,,
2022-06-01,,Deraeocoris flavilinea,,500932,Hemiptera,Miridae,,
2022-06-01,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2022-06-01,,Grammoptera ruficornis,common grammoptera,360050,Coleoptera,Cerambycidae,,
2022-06-03,,Myathropa florea,Batman Hoverfly,70211,Diptera,Syrphidae,,
2022-06-03,,Vespula vulgaris,Common Wasp,127777,Hymenoptera,Vespidae,,
2022-06-03,,Melangyna sexguttata,,1495617,Diptera,Syrphidae,,
2022-06-03,,Lasioglossum,Sweat bees,57678,Hymenoptera,Halictidae,,
2022-06-03,,Dasytes,,376148,Coleoptera,Melyridae,,
2022-06-07,A bit more than 1cm in length.,Tasgius ater,,232334,Coleoptera,Staphylinidae,,
2022-06-07,,Dorcus parallelipipedus,Lesser Stag Beetle,123920,Coleoptera,Lucanidae,,
2022-06-08,,Bombus hypnorum,Tree Bumble Bee,61803,Hymenoptera,Apidae,,
2022-06-08,,Sicus ferrugineus,Ferruginous Bee-Grabber,70175,Diptera,Conopidae,,
2022-06-08,,Chrysoperla,common green lacewings,59441,Neuroptera,Chrysopidae,,
2022-06-13,,Merodon equestris,Narcissus Bulb Fly,194786,Diptera,Syrphidae,,
2022-06-14,,Salticus scenicus,Zebra Jumping Spider,68901,Araneae,Salticidae,,
2022-06-15,,Oecetis,,176596,Trichoptera,Leptoceridae,,
2022-06-17,,Segestria florentina,Green-Fanged Tube Web Spider,320827,Araneae,Segestriidae,,
2022-06-21,,Pseudeuophrys lanigera,House Jumping Spider,466999,Araneae,Salticidae,,
2022-07-02,3-4mm,Hippodamia variegata,Adonis Ladybird Beetle,143034,Coleoptera,Coccinellidae,,
2022-07-02,,Textrix denticulata,Toothed Weaver,335613,Araneae,Agelenidae,,
2022-07-02,,Enoplognatha ovata,Common candy-striped spider,219195,Araneae,Theridiidae,,
2022-07-02,,Enoplognatha ovata,Common candy-striped spider,219195,Araneae,Theridiidae,,
2022-07-02,,Pseudochorthippus parallelus,Meadow Grasshopper,501625,Orthoptera,Acrididae,,
2022-07-02,,Pseudochorthippus parallelus,Meadow Grasshopper,501625,Orthoptera,Acrididae,,
2022-07-02,,Oedemera nobilis,Thick-legged Flower Beetle,61844,Coleoptera,Oedemeridae,,
2022-07-02,,Oedemera nobilis,Thick-legged Flower Beetle,61844,Coleoptera,Oedemeridae,,
2022-07-02,,Sepsis,,129432,Diptera,Sepsidae,,
2022-07-02,,Anthrenus fuscus,Mill Carpet Beetle,130586,Coleoptera,Dermestidae,,
2022-07-02,,Plagiognathus arbustorum,Common Nettle Flower Bug,204590,Hemiptera,Miridae,,
2022-07-02,,Plagiognathus arbustorum,Common Nettle Flower Bug,204590,Hemiptera,Miridae,,
2022-07-02,,Enoplognatha ovata,Common candy-striped spider,219195,Araneae,Theridiidae,,
2022-07-02,,Anthocoridae,Minute pirate bugs,174592,Hemiptera,Anthocoridae,,
2022-07-02,,Anthonomus rubi,Strawberry blossom weevil,471260,Coleoptera,Curculionidae,,
2022-07-02,,Pyronia tithonus,Gatekeeper,62429,Lepidoptera,Nymphalidae,,
2022-07-02,,Pemphredon,Typical Aphid Wasps,205173,Hymenoptera,Crabronidae,,
2022-07-02,,Aphantopus hyperantus,Ringlet,62426,Lepidoptera,Nymphalidae,,
2022-07-02,,Deraeocoris ruber,red-spotted plant bug,451784,Hemiptera,Miridae,,
2022-07-02,,Oedemera nobilis,Thick-legged Flower Beetle,61844,Coleoptera,Oedemeridae,,
2022-07-02,,Propylea quatuordecimpunctata,14-spot Ladybird,61532,Coleoptera,Coccinellidae,,
2022-07-02,,Oedemera nobilis,Thick-legged Flower Beetle,61844,Coleoptera,Oedemeridae,,
2022-07-02,,Bombus pratorum,Early Bumble Bee,124910,Hymenoptera,Apidae,,
2022-07-02,,Phasia,,356344,Diptera,Tachinidae,,
2022-07-02,,Liocoris tripustulatus,Three Spotted Nettle Bug,447128,Hemiptera,Miridae,,
2022-07-02,,Oedemera nobilis,Thick-legged Flower Beetle,61844,Coleoptera,Oedemeridae,,
2022-07-02,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-07-02,,Solieria,,464995,Diptera,Tachinidae,,
2022-07-02,,Roeseliana roeselii,Roesel's Bush-cricket,458944,Orthoptera,Tettigoniidae,,
2022-07-02,,Stenodemini,,373846,Hemiptera,Miridae,,
2022-07-02,,Thymelicus lineola,Essex Skipper,58484,Lepidoptera,Hesperiidae,,
2022-07-02,,Conocephalus fuscus,Long-winged Conehead,466317,Orthoptera,Tettigoniidae,,
2022-07-02,,Chrysotoxum festivum,Hook-barred Spearhorn,451465,Diptera,Syrphidae,,
2022-07-02,,Gymnosoma rotundatum,Ladybird Fly,460533,Diptera,Tachinidae,,
2022-07-02,,Hylaeus,Masked Bees,127812,Hymenoptera,Colletidae,,
2022-07-02,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-07-02,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2022-07-02,,Thymelicus,,58493,Lepidoptera,Hesperiidae,,
2022-07-03,,Sicus ferrugineus,Ferruginous Bee-Grabber,70175,Diptera,Conopidae,,
2022-07-03,,Oedemera,,61846,Coleoptera,Oedemeridae,,
2022-07-03,,Anthomyia,,132223,Diptera,Anthomyiidae,,
2022-07-03,,Tytthaspis sedecimpunctata,16-spot Ladybird,131985,Coleoptera,Coccinellidae,,
2022-07-03,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-07-03,,Meromyza,,337021,Diptera,Chloropidae,,
2022-07-03,,Lasius,,931956,Hymenoptera,Formicidae,,
2022-07-06,,Steatoda nobilis,Noble False Widow,366894,Araneae,Theridiidae,,
2022-07-07,,Harmonia axyridis,Harlequin Ladybird,48484,Coleoptera,Coccinellidae,,
2022-07-07,,Syrphinae,Typical Hover Flies,186841,Diptera,Syrphidae,,
2022-07-07,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-07-07,,Rutpela maculata,Spotted Longhorn Beetle,62321,Coleoptera,Cerambycidae,,
2022-07-07,,Xylota segnis,Orange-belted Leafwalker,462191,Diptera,Syrphidae,,
2022-07-07,,Hybos,,248288,Diptera,Hybotidae,,
2022-07-07,,Myathropa florea,Batman Hoverfly,70211,Diptera,Syrphidae,,
2022-07-07,,Cepaea hortensis,White-lipped Snail,51039,Stylommatophora,Helicidae,,
2022-07-07,,Syrphus,Common Flower Flies,52489,Diptera,Syrphidae,,
2022-07-07,,Rhagonycha fulva,Common Red Soldier Beetle,62456,Coleoptera,Cantharidae,,
2022-07-07,,Oedemera nobilis,Thick-legged Flower Beetle,61844,Coleoptera,Oedemeridae,,
2022-07-07,,Stenotus binotatus,Two-spotted Grass Bug,321690,Hemiptera,Miridae,,
2022-07-14,,Pieris brassicae,Large White,55401,Lepidoptera,Pieridae,,
2022-07-18,,Volucella zonaria,Hornet Mimic Hover Fly,343983,Diptera,Syrphidae,,
2022-07-18,,Aeshna cyanea,Southern Hawker,52519,Odonata,Aeshnidae,,
2022-07-18,,Cheilosia,Blacklets,124483,Diptera,Syrphidae,,
2022-07-18,,Helophilus pendulus,Sun Fly,52486,Diptera,Syrphidae,,
2022-07-18,,Myathropa florea,Batman Hoverfly,70211,Diptera,Syrphidae,,
2022-07-18,,Pararge aegeria,Speckled Wood,52592,Lepidoptera,Nymphalidae,,
2022-07-18,,Syrphus ribesii,Common Flower Fly,52488,Diptera,Syrphidae,,
2022-07-21,,Idaea dimidiata,Single-dotted Wave,205231,Lepidoptera,Geometridae,,
2022-07-21,,Subcoccinella vigintiquatuorpunctata,24-spot Ladybird,61937,Coleoptera,Coccinellidae,,
2022-07-23,"",Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2022-07-23,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-07-23,,Meconema meridionale,Southern Oak Bush-cricket,362291,Orthoptera,Tettigoniidae,,
2022-07-23,,Palomena prasina,Green Shield Bug,62060,Hemiptera,Pentatomidae,,
2022-07-23,,Zygiella x-notata,Silver-sided Sector Spider,155279,Araneae,Phonognathidae,,
2022-07-23,,Salticus scenicus,Zebra Jumping Spider,68901,Araneae,Salticidae,,
2022-07-23,,Steatoda nobilis,Noble False Widow,366894,Araneae,Theridiidae,,
2022-07-23,"",Anyphaena,,153567,Araneae,Anyphaenidae,,
2022-07-23,"",Pseudomalus auratus,,466429,Hymenoptera,Chrysididae,,
2022-07-23,"",Cornu aspersum,Garden Snail,480298,Stylommatophora,Helicidae,,
2022-07-23,,Linyphiidae,Sheetweb and Dwarf Weavers,67599,Araneae,Linyphiidae,,
2022-07-24,,Eristalis tenax,Common Drone Fly,55719,Diptera,Syrphidae,,
2022-07-24,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-07-24,,Lucilia,Greenbottle Flies,61858,Diptera,Calliphoridae,,
2022-07-24,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-07-24,,Gasteruption,,250313,Hymenoptera,Gasteruptiidae,,
2022-07-24,,Eristalis tenax,Common Drone Fly,55719,Diptera,Syrphidae,,
2022-07-24,,Pyronia tithonus,Gatekeeper,62429,Lepidoptera,Nymphalidae,,
2022-07-24,,Euplagia quadripunctaria,Jersey Tiger,118936,Lepidoptera,Erebidae,,
2022-07-24,,Euplagia quadripunctaria,Jersey Tiger,118936,Lepidoptera,Erebidae,,
2022-07-24,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2022-07-24,,Syritta pipiens,Thick-legged Hover Fly,81979,Diptera,Syrphidae,,
2022-07-24,,Bombus lapidarius,Red-tailed Bumble Bee,57619,Hymenoptera,Apidae,,
2022-07-24,,Solieria,,464995,Diptera,Tachinidae,,
2022-07-24,,Misumena vatia,Goldenrod Crab Spider,55746,Araneae,Thomisidae,,
2022-07-24,,Polyommatus icarus,Common Blue,55641,Lepidoptera,Lycaenidae,,
2022-07-24,,Maniola jurtina,Meadow Brown,55653,Lepidoptera,Nymphalidae,,
2022-07-24,,Polyommatus icarus,Common Blue,55641,Lepidoptera,Lycaenidae,,
2022-07-23,,Enoplognatha ovata,Common candy-striped spider,219195,Araneae,Theridiidae,,
2022-07-26,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2022-07-26,,Episyrphus balteatus,Marmalade Hover Fly,52482,Diptera,Syrphidae,,
2022-07-26,,Episyrphus balteatus,Marmalade Hover Fly,52482,Diptera,Syrphidae,,
2022-07-26,,Euplagia quadripunctaria,Jersey Tiger,118936,Lepidoptera,Erebidae,,
2022-07-26,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2022-07-26,,Cydalima perspectalis,Box Tree Moth,325295,Lepidoptera,Crambidae,,
2022-07-28,,Autographa gamma,Silver Y,55651,Lepidoptera,Noctuidae,,
2022-07-28,,Acanthosoma haemorrhoidale,Hawthorn Shield Bug,51149,Hemiptera,Acanthosomatidae,,
2022-07-28,,Cionus scrophulariae,Common Figwort Weevil,451377,Coleoptera,Curculionidae,,
2022-07-28,"",Volucella zonaria,Hornet Mimic Hover Fly,343983,Diptera,Syrphidae,,
2022-07-28,,Palomena prasina,Green Shield Bug,62060,Hemiptera,Pentatomidae,,
2022-07-28,,Enoplognatha ovata,Candy-striped Spider complex,1255692,Araneae,Theridiidae,,
2022-07-28,,Arocatus,,375633,Hemiptera,Lygaeidae,,
2022-07-28,,Pyralis farinalis,Meal moth,199870,Lepidoptera,Pyralidae,,
2022-07-28,,Emmelina monodactyla,Common Plume Moth,127431,Lepidoptera,Pterophoridae,,
2022-07-28,,Segestria senoculata,Snake-back Spider,318909,Araneae,Segestriidae,,
2022-07-28,"",Volucella inanis,Lesser Hornet Hoverfly,363754,Diptera,Syrphidae,,
2022-07-29,,Celastrina argiolus,Holly Blue,55640,Lepidoptera,Lycaenidae,,
2022-07-29,,Pseudochorthippus parallelus,Meadow Grasshopper,501625,Orthoptera,Acrididae,,
2022-07-29,,Chorthippus brunneus,Common Field Grasshopper,127308,Orthoptera,Acrididae,,
2022-07-29,,Syritta pipiens,Thick-legged Hover Fly,81979,Diptera,Syrphidae,,
2022-07-29,,Vespula vulgaris,Common Wasp,127777,Hymenoptera,Vespidae,,
2022-07-29,,Syrphus,Common Flower Flies,52489,Diptera,Syrphidae,,
2022-07-29,,Bombus lapidarius,Red-tailed Bumble Bee,57619,Hymenoptera,Apidae,,
2022-07-29,,Eriothrix rufomaculata,Red Spotted Parasite Fly,472363,Diptera,Tachinidae,,
2022-07-29,,Syritta pipiens,Thick-legged Hover Fly,81979,Diptera,Syrphidae,,
2022-07-29,Lurking in web tunnel in corner of bus shelter window.,Zygiella x-notata,Silver-sided Sector Spider,155279,Araneae,Phonognathidae,,
2022-07-29,,Stictoleptura cordigera,heart longhorn beetle,326449,Coleoptera,Cerambycidae,,
2022-07-29,,Celastrina argiolus,Holly Blue,55640,Lepidoptera,Lycaenidae,,
2022-07-29,,Lasius,,931956,Hymenoptera,Formicidae,,
2022-07-29,,Philodromus aureolus,,1406617,Araneae,Philodromidae,,
2022-07-29,,Andrena,Mining Bees,57669,Hymenoptera,Andrenidae,,
2022-07-29,,Bombus lapidarius,Red-tailed Bumble Bee,57619,Hymenoptera,Apidae,,
2022-07-29,,Philanthus triangulum,European beewolf,143529,Hymenoptera,Crabronidae,,
2022-07-29,,Rhagonycha fulva,Common Red Soldier Beetle,62456,Coleoptera,Cantharidae,,
2022-07-29,,Volucella zonaria,Hornet Mimic Hover Fly,343983,Diptera,Syrphidae,,
2022-07-29,,Eristalis intricaria,Furry Dronefly,497713,Diptera,Syrphidae,,
2022-07-29,,Syritta pipiens,Thick-legged Hover Fly,81979,Diptera,Syrphidae,,
2022-07-29,,Muscoidea,Muscoid Flies,54992,Diptera,,,
2022-07-29,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-07-29,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-07-29,,Philanthus triangulum,European beewolf,143529,Hymenoptera,Crabronidae,,
2022-07-29,,Graphomya,,70143,Diptera,Muscidae,,
2022-07-29,,Dasysyrphus albostriatus,Stripe-backed Brusheye,346005,Diptera,Syrphidae,,
2022-07-29,,Eristalis pertinax,Tapered Drone Fly,52490,Diptera,Syrphidae,,
2022-07-29,,Pyrausta aurata,Mint Moth,55658,Lepidoptera,Crambidae,,
2022-07-29,,Myathropa florea,Batman Hoverfly,70211,Diptera,Syrphidae,,
2022-07-29,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-07-29,,Eristalis arbustorum,Eurasian Drone Fly,320786,Diptera,Syrphidae,,
2022-07-29,,Chorthippus brunneus,Common Field Grasshopper,127308,Orthoptera,Acrididae,,
2022-07-29,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-07-29,,Lucilia sericata,Sheep-strike Greenbottle Fly,128824,Diptera,Calliphoridae,,
2022-07-29,,Vanessa atalanta,Red Admiral,49133,Lepidoptera,Nymphalidae,,
2022-07-29,,Heterogaster urticae,Nettle ground bug,390463,Hemiptera,Heterogastridae,,
2022-07-29,,Polyommatus icarus,Common Blue,55641,Lepidoptera,Lycaenidae,,
2022-07-29,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-07-29,,Pyronia tithonus,Gatekeeper,62429,Lepidoptera,Nymphalidae,,
2022-07-29,,Rhinophora lepida,Pouting Woodlouse-fly,625003,Diptera,Rhinophoridae,,
2022-07-29,,Meconema meridionale,Southern Oak Bush-cricket,362291,Orthoptera,Tettigoniidae,,
2022-07-29,,Pyronia tithonus,Gatekeeper,62429,Lepidoptera,Nymphalidae,,
2022-07-29,,Maniola jurtina,Meadow Brown,55653,Lepidoptera,Nymphalidae,,
2022-07-29,"Male, Left individual",Polyommatus icarus,Common Blue,55641,Lepidoptera,Lycaenidae,,
2022-07-29,,Bombus pascuorum,Common Carder Bee,55637,Hymenoptera,Apidae,,
2022-07-29,,Pseudochorthippus parallelus,Meadow Grasshopper,501625,Orthoptera,Acrididae,,
2022-07-29,"Female, Right individual",Polyommatus icarus,Common Blue,55641,Lepidoptera,Lycaenidae,,
2022-07-29,,Polyommatus icarus,Common Blue,55641,Lepidoptera,Lycaenidae,,
2022-07-29,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-07-29,,Apis mellifera,Western Honey Bee,47219,Hymenoptera,Apidae,,
2022-07-29,,Eriothrix rufomaculata,Red Spotted Parasite Fly,472363,Diptera,Tachinidae,,
2022-07-29,,Subcoccinella vigintiquatuorpunctata,24-spot Ladybird,61937,Coleoptera,Coccinellidae,,
2022-07-29,,Phania funesta,,467342,Diptera,Tachinidae,,
2022-07-29,,Agelastica alni,Alder Leaf Beetle,210933,Coleoptera,Chrysomelidae,,
2022-07-29,,Episyrphus balteatus,Marmalade Hover Fly,52482,Diptera,Syrphidae,,
2022-07-29,,Macroglossum stellatarum,Eurasian Hummingbird Hawkmoth,56293,Lepidoptera,Sphingidae,,
2022-07-29,,Formica rufibarbis,rufibarbis-group Wood Ants,1398382,Hymenoptera,Formicidae,,
2022-07-29,,Chorthippus brunneus,Common Field Grasshopper,127308,Orthoptera,Acrididae,,
2022-07-29,,Eriothrix rufomaculata,Red Spotted Parasite Fly,472363,Diptera,Tachinidae,,
2022-07-27,,Ptychoptera,,202099,Diptera,Ptychopteridae,,
2022-07-27,,Rhinophora lepida,Pouting Woodlouse-fly,625003,Diptera,Rhinophoridae,,
2022-07-27,,Volucella pellucens,Pellucid Hover Fly,52480,Diptera,Syrphidae,,
2022-07-27,,Syritta pipiens,Thick-legged Hover Fly,81979,Diptera,Syrphidae,,
2022-07-29,,Pieris rapae,Small White,55626,Lepidoptera,Pieridae,,
2022-07-29,,Polyommatus icarus,Common Blue,55641,Lepidoptera,Lycaenidae,,
2022-07-29,,Maniola jurtina,Meadow Brown,55653,Lepidoptera,Nymphalidae,,
2022-07-29,,Chorthippus brunneus,Common Field Grasshopper,127308,Orthoptera,Acrididae,,
2022-07-29,,Pseudochorthippus parallelus,Meadow Grasshopper,501625,Orthoptera,Acrididae,,
2022-07-29,,Myathropa florea,Batman Hoverfly,70211,Diptera,Syrphidae,,
2022-07-29,,Rhagonycha fulva,Common Red Soldier Beetle,62456,Coleoptera,Cantharidae,,
2022-07-29,,Hippodamia variegata,Adonis Ladybird Beetle,143034,Coleoptera,Coccinellidae,,
2022-07-29,Swept from low grass below mixed deciduous trees.,Salticidae,Jumping Spiders,48139,Araneae,Salticidae,Sweepnet,
2022-07-29,Swept from low grass below mixed deciduous trees.,Cicadellidae,Typical Leafhoppers,53237,Hemiptera,Cicadellidae,Sweepnet,
2022-07-29,Swept from low grass below mixed deciduous trees.,Delphacidae,Delphacid Planthoppers,123608,Hemiptera,Delphacidae,Sweepnet,
2022-07-29,Swept from low grass below mixed deciduous trees.,Cicadellidae,Typical Leafhoppers,53237,Hemiptera,Cicadellidae,Sweepnet,
2022-07-29,,Heliophanus,Sun Jumping Spiders,141760,Araneae,Salticidae,,
2022-07-29,,Scelio,,203270,Hymenoptera,Scelionidae,,
2022-07-29,,Coccinella septempunctata,7-spot ladybird,51702,Coleoptera,Coccinellidae,,
2022-07-29,Swept from low grass,Scolopostethus,,211584,Hemiptera,Rhyparochromidae,Sweepnet,
2022-07-29,Swept from low grass,Heteroptera,True Bugs,61267,Hemiptera,,Sweepnet,
2022-07-29,,Meconema meridionale,Southern Oak Bush-cricket,362291,Orthoptera,Tettigoniidae,,
2022-07-29,,Harmonia axyridis,Harlequin Ladybird,48484,Coleoptera,Coccinellidae,,
2022-07-29,,Heterogaster urticae,Nettle ground bug,390463,Hemiptera,Heterogastridae,,
2022-07-29,Swept from low grass,Heliophanus,Sun Jumping Spiders,141760,Araneae,Salticidae,Sweepnet,
2022-07-29,Swept from low grass,Thomisidae,Crab Spiders,47866,Araneae,Thomisidae,Sweepnet,
2022-07-29,,Physella acuta,Acute Bladder Snail,448024,,Physidae,,
2022-07-29,,Ranatra linearis,Eurasian Water Stick Insect,362340,Hemiptera,Nepidae,,
2022-07-29,,Pardosa,Thin-legged Wolf Spiders,47415,Araneae,Lycosidae,,
2022-07-29,,Sigara,,211532,Hemiptera,Corixidae,,
2022-07-29,,Cionus scrophulariae,Common Figwort Weevil,451377,Coleoptera,Curculionidae,,
2022-07-29,Swept from low vegetation,Delphacidae,Delphacid Planthoppers,123608,Hemiptera,Delphacidae,Sweepnet,
2022-07-29,Swept from low vegetation,Anystis,Whirligig Mites,249515,Trombidiformes,Anystidae,Sweepnet,
2022-07-29,Swept from low vegetation,Anystis,Whirligig Mites,249515,Trombidiformes,Anystidae,Sweepnet,
